ID Pelanggan,Nama Pelanggan,Waktu Pembelian,Jumlah Pembelian
1338,Yanti Rizal,2024-08-12 20:10:14,119012.32
1339,Nabil Baswedan,2024-08-05 15:21:38,489859.81
1340,Sekar Kusnadi,2024-02-25 20:32:58,290135.16
1341,Odelia Yap,2024-03-16 23:45:41,140388.51
1342,Tiara Amelia,2024-06-01 18:44:29,437110.57
1343,Citra Santoso,2024-01-22 18:43:09,267702.11
1344,Daniel Nugroho,2024-03-08 20:00:21,83614.77
1345,Nabila Rizal,2024-03-12 21:13:04,172360.12
1346,Salsa Intan,2024-05-16 23:30:22,257117.15
1347,Dian Febriana,2024-06-18 19:11:44,286588.58
1348,Nabila Mahardika,2024-02-12 07:40:42,182646.21
1349,Wira Yudhoyono,2024-10-24 00:43:18,296725.42
1350,Tariq Susanti,2024-08-28 07:06:17,199594.34
1351,Odelia Santoso,2024-10-01 18:36:43,136958.26
1352,Rina Saputri,2024-12-21 19:13:57,350231.16
1353,Tirta Nugraha,2024-12-09 20:29:04,68112.74
1354,Erlangga Setiawan,2024-04-18 21:05:16,238897.08
1355,Bagus Adinata,2024-05-28 02:17:11,387907.85
1356,Bagus Utama,2024-12-31 18:39:33,413777.29
1357,Qomar Satya,2024-12-19 10:22:57,346439.02
1358,Xenia Widodo,2024-10-12 07:06:05,85560.36
1359,Yanti Sulistyo,2024-02-23 18:58:16,81380.08
1360,Jihan Subianto,2024-03-02 19:12:17,419318.48
1361,Siska Pratama,2024-05-02 21:11:42,405045.92
1362,Nabila Yunita,2024-08-21 06:12:30,266794.16
1363,Zara Nugraheni,2024-05-27 19:31:12,179082.67
1364,Joko Nugraha,2024-04-01 08:27:51,23866.37
1365,Zain Nurfadilah,2024-10-15 21:45:32,17912.23
1366,Ulya Susanti,2024-05-20 16:22:34,245074.43
1367,Ajeng Yusuf,2024-04-23 12:39:01,338686.99
1368,Budi Ramdani,2024-07-16 18:54:36,104152.57
1369,Tiara Wijaya,2024-12-17 02:18:04,327806.09
1370,Cahya Putra,2024-01-31 20:20:43,373427.03
1371,Abdi Wijaningsih,2024-09-13 21:23:55,147571.44
1372,Qila Susanti,2024-09-09 07:18:31,386600.73
1373,Zidan Santoso,2024-06-17 11:02:21,380366.92
1374,Aisyah Firmansyah,2024-04-21 18:59:56,124096.76
1375,Qila Ramdani,2024-11-22 05:48:24,496420.16
1376,Putri Amelia,2024-05-14 01:08:47,324498.09
1377,Cindy Yuliana,2024-05-07 22:17:16,173961.59
1378,Galih Saputra,2024-04-11 04:53:47,188356.19
1379,Faisal Supriyadi,2024-04-27 20:59:42,169322.41
1380,Bintang Uno,2024-01-05 04:40:23,385866.46
1381,Jihan Ramadhan,2024-04-25 01:22:01,116309.33
1382,Vina Hardiansyah,2024-05-16 18:12:32,237181.43
1383,Habib Pratiwi,2024-10-21 12:45:11,312120.19
1384,Eric Halim,2024-05-08 20:18:55,143952.04
1385,Oki Baswedan,2024-04-15 18:20:05,410119.64
1386,Wulan Ambarwati,2024-05-08 11:37:26,207680.64
1387,Fikri Syahrul,2024-03-08 19:15:00,358886.72
1388,Faisal Permana,2024-11-14 19:55:54,149070.05
1389,Budi Nugroho,2024-09-27 02:33:24,269946.9
1390,Dudung Nugraha,2024-06-25 20:51:52,215218.82
1391,Qila Baswedan,2024-01-21 21:19:02,190248.21
1392,Ani Sapari,2024-07-04 18:04:45,388477.51
1393,Indra Pratiwi,2024-12-26 18:05:27,104815.68
1394,Iqbal Sapari,2024-09-16 18:47:06,208357.24
1395,Nabil Sulistyo,2024-02-18 19:09:42,15549.66
1396,Fikri Fadilah,2024-07-30 21:32:27,113852.45
1397,Farras Basuki,2024-05-20 11:31:21,271197.19
1398,Rizky Sutrisno,2024-08-12 20:17:37,11598.14
1399,Siska Adinata,2024-04-01 20:43:06,460340.56
1400,Dudung Utama,2024-07-31 20:45:30,391983.47
1401,Erlangga Lestari,2024-12-13 18:43:31,451229.65
1402,Neneng Yunita,2024-07-09 01:59:16,195937.37
1403,Habib Rizal,2024-03-14 22:41:06,319674.62
1404,Gilang Hidayat,2024-05-03 17:58:39,202731.16
1405,Jamal Mahardika,2024-04-05 19:13:01,144600.81
1406,Qomar Saputra,2024-08-31 20:33:16,267445.26
1407,Alya Supriyadi,2024-06-29 20:59:46,484600.2
1408,Daniel Satya,2024-03-26 18:46:21,128289.72
1409,Danu Subianto,2024-02-16 18:47:34,457285.37
1410,Cindy Andini,2024-06-29 04:06:50,465158.39
1411,Mega Widodo,2024-04-07 18:44:26,13856.64
1412,Maya Bayhaqie,2024-02-09 21:31:00,82132.2
1413,Mahesa Andini,2024-04-04 17:44:00,389548.78
1414,Rizky Halim,2024-07-12 11:27:20,126367.86
1415,Rina Mahardika,2024-08-08 21:28:57,436909.26
1416,Valen Oktaviani,2024-10-19 12:07:59,110382.54
1417,Lutfi Irwansyah,2024-07-17 20:32:17,57280.56
1418,Ajeng Putra,2024-08-25 12:15:31,349296.93
1419,Zain Permadi,2024-07-30 21:43:16,394470.55
1420,Erlangga Mahardika,2024-04-29 09:00:41,63963.23
1421,Yanti Wijaningsih,2024-08-06 13:50:41,223430.9
1422,Tariq Basuki,2024-01-05 19:32:54,211457.54
1423,Bintang Firmansyah,2024-11-12 21:26:37,188345.63
1424,Farah Susanti,2024-03-17 18:41:39,139541.57
1425,Sekar Rosadi,2024-05-17 18:18:31,463248.7
1426,Salsa Almira,2024-08-22 10:52:43,300231.62
1427,Indra Sapari,2024-04-20 21:25:52,93264.22
1428,Niko Nugraha,2024-01-29 06:38:05,398806.16
1429,Andi Maulana,2024-06-29 20:02:50,414203.83
1430,Utami Irwansyah,2024-03-13 01:36:51,464403.67
1431,Nurul Sutrisno,2024-10-07 21:40:11,112209.11
1432,Yanti Fadilah,2024-11-21 18:17:02,212958.46
1433,Rizky Yuliana,2024-10-02 20:15:25,103299.87
1434,Zara Permadi,2024-06-11 20:53:42,56473.0
1435,Eka Sulistyo,2024-11-27 08:33:32,315581.07
1436,Iqbal Fadilah,2024-03-22 20:20:16,427246.85
1437,Syifa Intan,2024-10-30 13:17:36,334264.47
1438,Gita Susanti,2024-01-21 19:18:28,317707.59
1439,Ajeng Utama,2024-07-24 21:32:39,19646.29
1440,Daniel Rizal,2024-01-15 09:49:12,235093.48
1441,Citra Intan,2024-11-03 19:45:07,35222.55
1442,Zara Yuliana,2024-03-02 18:58:33,495647.96
1443,Abdi Baswedan,2024-07-31 03:13:01,407843.64
1444,Andi Wulandari,2024-06-27 03:45:41,431322.15
1445,Danang Saputri,2024-09-27 21:58:08,236648.55
1446,Gita Kusuma,2024-12-30 20:20:35,396982.42
1447,Lusi Hardiansyah,2024-10-19 14:06:05,346213.3
1448,Hani Kusnadi,2024-11-03 19:40:58,54494.56
1449,Alya Surya,2024-09-13 18:43:25,488783.59
1450,Mega Susanti,2024-07-18 08:41:51,465424.58
1451,Sekar Bayhaqie,2024-12-30 17:11:53,312503.87
1452,Reza Anggara,2024-10-06 18:44:47,347561.99
1453,Valen Ramdani,2024-06-18 20:22:44,41999.21
1454,Alex Rahayu,2024-05-01 20:17:24,189939.08
1455,Odelia Rosadi,2024-06-15 12:14:00,232287.85
1456,Nanda Wibowo,2024-04-12 05:18:47,130793.0
1457,Tono Setiawan,2024-07-11 16:17:16,328277.85
1458,Hanif Pratama,2024-09-22 09:13:57,119662.44
1459,Alex Rizal,2024-01-17 19:17:04,457359.65
1460,Dian Dwiputra,2024-11-01 02:46:02,309763.18
1461,Qila Wibowo,2024-03-23 21:27:10,126359.64
1462,Kiki Wulandari,2024-10-03 19:34:54,29541.0
1463,Qila Rahayu,2024-09-08 21:51:11,107561.33
1464,Xenia Ramdani,2024-02-13 19:22:58,15297.45
1465,Nurul Wulandari,2024-02-22 05:43:52,483164.82
1466,Kartika Ramdhan,2024-02-27 19:48:38,41675.2
1467,Mila Syahrul,2024-07-21 19:07:48,22992.88
1468,Veron Baswedan,2024-09-08 20:42:08,125930.95
1469,Tariq Wijanarko,2024-12-03 05:35:04,274730.12
1470,Wulan Almira,2024-08-17 22:20:20,441573.52
1471,Ani Saputra,2024-04-05 09:22:35,233675.92
1472,Fikri Ramadhan,2024-02-07 20:40:39,132367.06
1473,Jihan Widodo,2024-06-05 20:30:32,223597.36
1474,Pram Rahayu,2024-06-23 20:55:55,308642.08
1475,Dewi Widodo,2024-10-28 18:02:49,90080.75
1476,Andi Susanti,2024-07-12 14:14:35,128279.24
1477,Aditya Wijanarko,2024-05-08 09:35:50,486681.93
1478,Lusi Ramadhan,2024-07-29 21:44:49,88298.14
1479,Niko Susanti,2024-05-11 21:16:53,63464.2
1480,Alya Santoso,2024-10-13 20:32:01,64305.66
1481,Cindy Santoso,2024-04-19 00:53:50,135319.11
1482,Jihan Novitasari,2024-06-08 18:05:05,400873.04
1483,Faisal Almira,2024-03-23 23:10:53,162799.27
1484,Rina Sulistyo,2024-08-16 15:00:10,89845.48
1485,Zara Harimurti,2024-02-21 19:15:00,360024.22
1486,Eka Permadi,2024-06-07 18:06:07,147941.37
1487,Farah Ambarwati,2024-09-26 19:37:51,376267.81
1488,Rizky Baswedan,2024-05-03 01:39:28,47780.47
1489,Eric Yap,2024-11-07 19:22:55,95516.89
1490,Alex Hardiansyah,2024-03-29 12:40:44,117072.75
1491,Lutfi Sari,2024-06-11 10:11:34,87883.61
1492,Mega Rohman,2024-11-16 18:03:50,38864.01
1493,Veron Wijaya,2024-04-04 20:10:17,250586.5
1494,Utami Widodo,2024-04-15 21:24:28,59730.73
1495,Cindy Wijanarko,2024-09-30 20:08:31,84389.31
1496,Zidan Baswedan,2024-08-14 21:30:53,450403.1
1497,Dudung Harimurti,2024-11-04 08:10:02,443190.19
1498,Danu Saputri,2024-10-12 02:43:28,397459.06
1499,Galih Ramdhan,2024-05-08 13:29:11,248914.52
1500,Kirana Nugroho,2024-09-24 19:30:36,260248.08
1501,Kartika Wibowo,2024-12-02 19:03:58,280754.97
1502,Ani Oktaviani,2024-06-24 21:12:53,81331.38
1503,Ilham Rizal,2024-02-22 04:57:10,124681.36
1504,Teguh Maulida,2024-10-16 21:44:44,107790.35
1505,Dewi Supriyadi,2024-10-21 19:09:52,129637.05
1506,Aditya Yudhoyono,2024-08-02 20:28:52,124036.01
1507,Kirana Yunita,2024-07-08 18:55:39,465074.32
1508,Neneng Rahayu,2024-01-23 22:13:23,11834.23
1509,Faisal Fitriani,2024-09-21 19:27:28,171171.54
1510,Dudung Ambarwati,2024-10-23 18:22:28,190623.96
1511,Wulan Surya,2024-07-08 18:26:48,462726.76
1512,Gilbert Fadilah,2024-04-04 18:50:13,294986.01
1513,Ilham Sutrisno,2024-01-26 18:47:30,89488.23
1514,Udin Febriana,2024-06-05 02:29:12,105853.84
1515,Elok Almira,2024-01-11 16:48:41,361425.66
1516,Jihan Ambarwati,2024-01-03 18:59:06,142995.79
1517,Nabila Sulistyo,2024-10-18 19:30:49,423160.22
1518,Jamal Lestari,2024-10-27 20:44:45,81495.17
1519,Odelia Sapari,2024-05-29 23:35:39,267464.33
1520,Mega Rosadi,2024-11-16 21:24:44,127106.6
1521,Reza Surya,2024-11-24 01:02:57,386279.97
1522,Daniel Ambarwati,2024-08-10 20:01:36,90203.3
1523,Erlangga Lestari,2024-08-18 21:43:47,41529.2
1524,Maya Yunita,2024-08-28 20:38:10,414181.48
1525,Ajeng Saputra,2024-06-18 19:03:02,178178.43
1526,Eric Setiawan,2024-02-11 18:40:23,413258.74
1527,Tirta Permana,2024-06-17 20:11:59,232984.01
1528,Fikri Kusuma,2024-10-21 19:26:43,226359.58
1529,Hani Febriana,2024-09-20 18:50:15,121594.82
1530,Alex Irwansyah,2024-11-15 19:00:28,296156.12
1531,Faisal Bayhaqie,2024-10-22 20:32:11,397745.84
1532,Umar Baswedan,2024-04-01 04:24:25,105122.57
1533,Danu Ramdani,2024-01-25 15:23:13,219740.3
1534,Gita Yap,2024-11-03 20:03:58,483476.84
1535,Indra Sari,2024-05-26 10:36:11,437327.52
1536,Salsa Bayhaqie,2024-06-29 11:23:17,150563.51
1537,Utami Anggara,2024-05-23 13:14:44,333937.51
1538,Qomar Basuki,2024-01-11 07:37:20,220469.15
1539,Veron Baswedan,2024-05-10 05:56:29,324015.85
1540,Ulya Bayhaqie,2024-01-04 05:06:41,397039.51
1541,Wira Wijaningsih,2024-01-19 19:53:36,380307.44
1542,Kirana Sari,2024-11-07 18:17:49,131142.47
1543,Utami Sari,2024-11-17 06:48:26,402254.92
1544,Yusuf Saputri,2024-10-14 18:40:41,434910.39
1545,Omar Hartati,2024-01-19 09:18:51,19344.69
1546,Hafiz Hartati,2024-07-15 18:47:01,173649.35
1547,Veron Wijanarko,2024-08-12 08:29:58,148620.58
1548,Cindy Widyawati,2024-03-31 19:42:44,482213.29
1549,Dimas Yusuf,2024-02-19 07:25:37,227058.16
1550,Faisal Nugraha,2024-10-03 20:34:16,450283.54
1551,Lusi Sulistyo,2024-11-24 09:01:48,138091.4
1552,Umar Yudhoyono,2024-03-25 11:01:53,444358.32
1553,Jihan Irwansyah,2024-06-12 19:22:20,262801.07
1554,Laras Nugroho,2024-05-15 15:38:26,395838.62
1555,Ajeng Yunita,2024-07-07 21:52:31,46531.18
1556,Kiki Bayhaqie,2024-09-25 18:58:55,375399.42
1557,Nadya Ramdhan,2024-01-28 18:39:10,62162.58
1558,Tono Aji,2024-08-22 16:56:37,268705.56
1559,Ulya Saputra,2024-12-06 06:46:19,183837.0
1560,Salsa Surya,2024-07-21 21:32:38,371610.27
1561,Reza Pratama,2024-10-29 22:29:37,326043.37
1562,Salsa Wibowo,2024-07-07 20:52:32,128904.77
1563,Erlangga Bayhaqie,2024-01-12 21:56:22,44305.59
1564,Farah Syahrul,2024-01-11 21:31:40,221988.55
1565,Ani Intan,2024-09-11 21:07:37,201561.69
1566,Xenia Wibowo,2024-07-03 22:25:30,129974.24
1567,Xenia Sutrisno,2024-12-31 20:45:53,205813.19
1568,Nadya Pratiwi,2024-02-23 14:07:26,402516.88
1569,Laras Aryani,2024-07-26 20:05:49,488099.94
1570,Xenia Rahayu,2024-05-30 18:22:27,93655.72
1571,Qila Kurniawan,2024-09-20 15:44:59,110912.84
1572,Dewi Rohman,2024-03-26 20:15:10,376613.59
1573,Dewi Sulistyo,2024-07-01 22:43:49,458822.15
1574,Yanti Sapari,2024-03-04 20:57:41,438941.43
1575,Wira Mahardika,2024-03-18 19:02:42,371390.5
1576,Wahyu Permana,2024-07-15 21:46:15,277679.64
1577,Siska Rizal,2024-12-21 03:40:15,412312.6
1578,Cahya Wijaya,2024-04-17 08:18:20,208367.71
1579,Hafiz Susanti,2024-08-23 13:17:03,406957.24
1580,Abdi Dwiputra,2024-03-09 04:23:15,25819.93
1581,Qila Rohman,2024-12-21 02:56:08,102560.37
1582,Ulya Hardiansyah,2024-03-03 20:09:29,337470.23
1583,Valen Yudhoyono,2024-12-15 21:16:08,473481.71
1584,Gilang Kusnadi,2024-09-12 16:48:52,90056.21
1585,Zara Aji,2024-06-21 09:37:00,490261.07
1586,Andi Hidayat,2024-08-06 22:50:11,367638.15
1587,Abdi Subianto,2024-03-25 18:10:21,417578.97
1588,Nanda Fadilah,2024-04-11 15:29:56,222750.03
1589,Ani Satya,2024-05-31 21:20:06,289093.2
1590,Yanti Sapari,2024-05-28 04:38:56,302064.32
1591,Wira Baswedan,2024-12-17 19:47:55,165021.08
1592,Jamal Saputri,2024-07-11 20:13:19,419563.9
1593,Nabil Ambarwati,2024-07-14 20:12:19,234385.23
1594,Cindy Sutrisno,2024-12-17 20:18:32,360918.57
1595,Cindy Utama,2024-01-27 18:47:58,161103.52
1596,Teguh Uno,2024-03-31 21:42:41,141336.03
1597,Zara Satya,2024-03-31 00:05:32,460663.39
1598,Lusi Sapari,2024-12-15 11:46:50,253041.35
1599,Habib Saputra,2024-12-27 05:57:59,298369.51
1600,Yohan Andini,2024-12-08 20:13:59,312473.14
1601,Dudung Widodo,2024-01-09 21:23:56,451955.62
1602,Jihan Sari,2024-07-05 20:26:30,496024.56
1603,Odelia Nurfadilah,2024-01-01 20:22:57,198142.46
1604,Yanti Baswedan,2024-06-19 22:47:27,421087.53
1605,Salsa Ambarwati,2024-11-25 18:08:07,402877.79
1606,Mega Intan,2024-08-18 01:54:34,325854.95
1607,Wahyu Firmansyah,2024-12-31 06:13:01,359783.78
1608,Aisyah Yuliana,2024-07-16 18:14:15,460422.13
1609,Nadya Permana,2024-06-25 18:33:43,134185.12
1610,Teguh Ramdhan,2024-08-09 21:30:08,372075.54
1611,Umar Aji,2024-04-05 18:11:46,75645.9
1612,Fikri Fitriani,2024-08-28 20:19:57,494091.81
1613,Gilang Kusuma,2024-01-28 08:11:20,36534.53
1614,Udin Mahardika,2024-06-19 19:52:51,68589.4
1615,Aditya Febriana,2024-04-21 15:42:32,365830.21
1616,Eka Bayhaqie,2024-10-31 20:33:41,383345.02
1617,Rafi Basuki,2024-02-06 23:09:18,40787.92
1618,Pram Halim,2024-07-08 19:36:26,494082.58
1619,Veron Santoso,2024-12-02 19:59:24,394539.74
1620,Putri Syahrul,2024-01-31 19:38:32,223959.52
1621,Dian Ramadhan,2024-02-16 19:30:25,165757.37
1622,Alya Maulida,2024-05-20 02:24:08,38190.58
1623,Danu Wijaningsih,2024-04-01 19:43:08,279659.68
1624,Putri Maulana,2024-01-20 13:58:52,146371.81
1625,Tono Yudhoyono,2024-07-30 16:15:30,430779.08
1626,Bagus Rahayu,2024-12-26 19:45:59,325855.12
1627,Tirta Wulandari,2024-05-07 18:05:32,22760.15
1628,Wahyu Yunita,2024-07-07 21:31:30,45857.87
1629,Ilham Harimurti,2024-01-02 08:58:16,194130.44
1630,Udin Wijanarko,2024-06-22 14:17:05,28099.26
1631,Dian Bayhaqie,2024-07-07 19:11:00,64160.44
1632,Ilham Wijaningsih,2024-07-13 21:00:44,229688.55
1633,Bagus Andini,2024-03-06 07:29:30,51390.46
1634,Wahyu Susanti,2024-10-06 06:31:57,182096.15
1635,Zidan Satya,2024-04-11 22:42:37,389462.9
1636,Alya Saputra,2024-11-16 00:11:06,16296.07
1637,Wulan Hardiansyah,2024-01-27 13:46:34,400226.08
1638,Eric Sutrisno,2024-02-27 22:25:41,406535.24
1639,Yusuf Amelia,2024-10-28 21:37:03,403705.45
1640,Farras Amelia,2024-10-11 21:50:25,16263.26
1641,Siska Kusuma,2024-12-23 21:26:38,305842.39
1642,Indra Supriyadi,2024-11-10 20:30:35,340153.6
1643,Vina Widodo,2024-10-17 18:51:07,399822.46
1644,Galih Wijaningsih,2024-09-07 19:45:22,419524.05
1645,Syifa Dwiputra,2024-01-16 20:57:56,122358.5
1646,Citra Oktaviani,2024-07-27 00:41:53,105637.87
1647,Zain Saputra,2024-02-11 07:27:01,288144.89
1648,Joko Nugraha,2024-10-23 19:40:40,383032.79
1649,Teguh Nugraheni,2024-05-31 17:18:44,347780.21
1650,Pram Fitriani,2024-10-23 19:47:34,164750.89
1651,Mega Kusnadi,2024-02-19 21:01:52,162709.81
1652,Andi Novitasari,2024-05-02 19:47:14,14436.57
1653,Budi Aryani,2024-02-25 12:07:04,82695.56
1654,Dewi Uno,2024-07-04 20:16:06,242062.44
1655,Xenia Bayhaqie,2024-12-29 20:35:41,284827.94
1656,Dimas Saputra,2024-08-30 19:06:06,187247.29
1657,Putri Baswedan,2024-03-21 16:16:26,111459.0
1658,Salsa Widyawati,2024-02-01 17:10:25,310523.69
1659,Syifa Putra,2024-09-10 21:40:54,221863.93
1660,Gita Irwansyah,2024-11-13 19:52:47,367988.94
1661,Wahyu Maulida,2024-02-17 19:37:30,446819.61
1662,Tirta Nugraheni,2024-03-28 20:52:00,246493.36
1663,Joko Subianto,2024-11-22 20:27:50,336625.35
1664,Hafiz Sulistyo,2024-01-08 03:00:35,177567.14
1665,Maya Agung,2024-09-20 21:00:06,386827.5
1666,Budi Satya,2024-07-05 19:51:39,211452.61
1667,Ulya Rohman,2024-10-12 12:20:52,258715.67
1668,Cahya Harimurti,2024-11-15 06:04:27,178625.32
1669,Citra Rahayu,2024-11-11 19:22:02,180625.38
1670,Yanti Bayhaqie,2024-07-09 18:56:07,199265.54
1671,Maya Baswedan,2024-08-26 19:00:42,265027.25
1672,Alex Baswedan,2024-09-26 18:35:53,309206.26
1673,Farras Pratama,2024-10-18 21:34:39,96989.92
1674,Aditya Novitasari,2024-03-11 21:21:33,348549.39
1675,Tono Intan,2024-04-11 07:20:29,20263.41
1676,Bintang Putra,2024-01-02 18:16:05,71315.06
1677,Hanif Novitasari,2024-12-14 19:21:48,337218.16
1678,Zain Basuki,2024-02-05 03:20:38,480220.82
1679,Qomar Rohman,2024-04-12 16:31:28,115783.5
1680,Kirana Nurfadilah,2024-02-01 13:54:50,235902.14
1681,Erlangga Andini,2024-12-08 20:44:08,350597.85
1682,Dian Nugroho,2024-01-18 03:09:33,51697.46
1683,Dimas Almira,2024-07-07 23:31:01,257956.99
1684,Hafiz Agung,2024-02-02 20:04:11,261207.89
1685,Nurul Ramdhan,2024-12-28 18:01:19,334630.96
1686,Pram Almira,2024-12-29 20:14:08,286609.64
1687,Danang Wijaya,2024-06-17 16:30:13,396767.63
1688,Dimas Widyawati,2024-04-17 19:10:31,492724.97
1689,Jihan Fitriani,2024-05-04 19:04:03,114633.16
1690,Budi Firmansyah,2024-07-30 20:00:34,151150.18
1691,Nadya Wijaningsih,2024-09-03 11:07:47,139113.26
1692,Eka Susanti,2024-12-07 18:39:23,164109.67
1693,Erlangga Utama,2024-10-30 17:27:10,201240.6
1694,Zain Halim,2024-12-16 20:12:52,390012.26
1695,Pram Setiawan,2024-11-19 20:30:55,50339.66
1696,Umar Basuki,2024-08-12 20:58:11,389640.12
1697,Bagus Sari,2024-07-07 19:03:35,243874.05
1698,Veron Sapari,2024-01-27 07:15:03,83534.44
1699,Putri Pratiwi,2024-08-09 22:36:29,41927.29
1700,Teguh Andini,2024-06-13 16:26:03,62250.34
1701,Teguh Bayhaqie,2024-06-18 19:06:45,200771.47
1702,Budi Santoso,2024-11-25 17:52:35,296501.3
1703,Iqbal Putra,2024-03-07 02:05:09,263236.29
1704,Xenia Maulida,2024-01-24 18:23:45,222149.69
1705,Salsa Uno,2024-05-02 20:30:56,358372.87
1706,Tono Anggara,2024-04-10 03:45:21,98852.89
1707,Jamil Permadi,2024-09-04 07:28:58,341535.25
1708,Ali Firmansyah,2024-04-08 11:28:23,25224.29
1709,Cahya Agung,2024-07-16 20:59:42,326306.4
1710,Cindy Kusnadi,2024-03-18 04:32:37,445694.2
1711,Eric Novitasari,2024-05-11 21:38:31,425525.96
1712,Mahesa Hidayat,2024-09-18 21:20:12,206101.66
1713,Ani Permana,2024-01-28 22:00:43,443520.06
1714,Syifa Basuki,2024-01-11 18:08:14,455604.12
1715,Hanif Widyawati,2024-07-15 18:10:43,178156.25
1716,Elok Agung,2024-02-05 19:01:58,406246.73
1717,Abdi Saputra,2024-03-07 12:20:53,59179.99
1718,Gilang Maulida,2024-03-21 19:55:46,13286.91
1719,Eric Febriana,2024-02-25 18:25:27,310912.31
1720,Daniel Ramdhan,2024-09-15 20:21:30,213336.11
1721,Aditya Rahayu,2024-04-08 18:09:02,66540.32
1722,Ulya Mahardika,2024-09-12 08:20:57,274951.6
1723,Reza Saputra,2024-06-28 19:59:03,422287.32
1724,Vina Ambarwati,2024-12-13 15:11:26,108851.87
1725,Alya Hardiansyah,2024-02-19 02:18:52,425705.25
1726,Neneng Sulistyo,2024-02-13 23:22:42,230893.99
1727,Udin Fitriani,2024-09-19 13:33:05,307974.81
1728,Jamil Widyawati,2024-05-12 13:54:13,428792.95
1729,Kiki Subianto,2024-05-17 19:08:35,270887.85
1730,Pram Pratama,2024-12-11 20:18:08,437279.75
1731,Gilang Bayhaqie,2024-08-31 13:16:01,53781.24
1732,Neneng Utama,2024-09-01 23:47:05,67177.89
1733,Yohan Febriana,2024-12-16 07:08:11,437638.09
1734,Gilbert Halim,2024-02-20 19:41:52,127089.32
1735,Mila Yuliana,2024-11-24 21:42:07,109592.29
1736,Kirana Rizal,2024-12-30 13:40:40,344879.97
1737,Cahya Almira,2024-01-17 23:06:58,214394.04
1738,Rizky Sapari,2024-01-08 18:02:18,19495.77
1739,Dian Saputri,2024-10-26 19:51:53,446109.44
1740,Dimas Yap,2024-02-02 20:12:11,182080.05
1741,Citra Yusuf,2024-08-18 21:04:38,53125.05
1742,Mega Adinata,2024-02-02 06:32:18,39046.88
1743,Wira Wijanarko,2024-10-10 18:48:43,189011.96
1744,Yanti Adinata,2024-10-04 23:26:38,484781.84
1745,Nanda Surya,2024-07-26 19:55:06,266498.14
1746,Sekar Syahrul,2024-01-15 18:43:37,136877.41
1747,Lutfi Halim,2024-11-24 21:31:16,444754.65
1748,Bagus Ramdhan,2024-05-31 18:44:34,167733.03
1749,Gilang Yap,2024-08-21 18:25:02,67703.65
1750,Zain Ambarwati,2024-11-25 18:47:58,279789.4
1751,Ilham Wulandari,2024-09-30 21:50:19,224423.73
1752,Tariq Nurfadilah,2024-04-17 16:50:12,101670.3
1753,Xenia Permadi,2024-11-18 08:30:26,26336.39
1754,Syifa Anggara,2024-10-12 16:46:59,289659.82
1755,Teguh Yap,2024-12-26 19:41:27,287507.35
1756,Budi Yuliana,2024-09-16 21:19:43,171250.73
1757,Wira Utama,2024-03-19 19:32:25,229105.75
1758,Teguh Nugraheni,2024-01-12 21:57:10,370092.89
1759,Erlangga Nugroho,2024-11-15 18:43:46,201223.27
1760,Omar Putra,2024-07-02 22:24:58,389568.12
1761,Gita Mahardika,2024-10-07 20:49:57,221221.05
1762,Aisyah Adinata,2024-04-05 21:11:03,213716.9
1763,Nabila Syahrul,2024-09-07 21:46:16,471007.76
1764,Syifa Intan,2024-04-17 21:00:14,185197.32
1765,Qomar Wibowo,2024-02-14 12:26:57,405968.45
1766,Valen Permana,2024-08-21 21:48:27,357083.41
1767,Mega Sari,2024-12-17 20:49:36,426483.04
1768,Laras Sapari,2024-07-11 19:07:24,206566.87
1769,Elok Wijaningsih,2024-02-10 20:55:34,263547.51
1770,Teguh Hartati,2024-05-05 20:15:41,318415.15
1771,Zara Kurniawan,2024-05-19 05:18:27,431192.74
1772,Bintang Maulida,2024-07-25 21:46:31,420528.57
1773,Fikri Yuliana,2024-04-06 16:16:11,340388.44
1774,Citra Susanti,2024-12-12 19:50:02,48630.98
1775,Dudung Hardiansyah,2024-09-01 15:33:49,103715.2
1776,Valen Kusnadi,2024-10-27 07:57:13,190122.71
1777,Dewi Adinata,2024-06-02 21:22:24,252735.73
1778,Dimas Setiawan,2024-03-30 20:56:29,367720.22
1779,Rina Syahrul,2024-02-08 09:07:48,455746.95
1780,Tono Sutrisno,2024-07-20 20:01:21,261535.8
1781,Bintang Febriana,2024-07-02 19:12:55,310586.81
1782,Rafi Ramdhan,2024-01-11 18:09:49,42412.42
1783,Daniel Ramadhan,2024-01-12 05:01:42,310255.75
1784,Maya Nugroho,2024-09-19 12:36:06,45717.0
1785,Vina Kusuma,2024-10-26 08:58:49,436073.02
1786,Mahesa Yuliana,2024-10-29 19:19:24,223029.58
1787,Lusi Andini,2024-07-25 04:16:34,240945.62
1788,Budi Yusuf,2024-04-22 21:54:22,366178.61
1789,Yusuf Kusnadi,2024-02-20 02:46:27,454472.58
1790,Aditya Sulistyo,2024-10-06 01:28:09,48858.1
1791,Bagus Agung,2024-08-03 19:49:05,120996.44
1792,Pandu Lestari,2024-09-14 20:44:45,275435.5
1793,Rina Utama,2024-08-03 17:00:38,467630.73
1794,Mahesa Agung,2024-12-17 14:23:58,329611.43
1795,Wahyu Utama,2024-08-13 15:12:32,219213.84
1796,Faisal Yudhoyono,2024-05-13 13:46:32,422909.66
